Hook_ID,Hook_Text,Primary_Tone,Psychology_Triggers,Niche_Categories,Hook_Structure,Target_Audience,Content_Format,Hook_Length,Uses_Variables,Category
HOOK_422,I am only (insert metric) but I have became one of the best (insert title) in the world.,Expert/Authoritative,"Social Proof/Results, Authority/Credibility, First-Person Authority",Career/Work,Results Statement,Professional/Business,General,88,Yes,AUTHORITY
HOOK_423,We all have the same 24 hours in a day so here I am putting my 24 hours to work.,Behind-the-Scenes,"Behind-the-Scenes/Voyeurism, First-Person Authority","Career/Work, Lifestyle/Productivity",Documentary/Observational,Broad/General,General,80,No,DAY IN THE LIFE
HOOK_424,Day 1 of starting over my whole entire life.,Fresh Start/Journey,"Behind-the-Scenes/Voyeurism, Fresh Start/New Beginning, First-Person Authority",Life Changes/Fresh Start,Day Series Format,Beginners/Starters,Series/Journey,44,No,DAY IN THE LIFE
HOOK_425,"So okay being an (insert target audience), my days vary quite a lot from one another.",Behind-the-Scenes,"Behind-the-Scenes/Voyeurism, First-Person Authority",Life Changes/Fresh Start,Documentary/Observational,Variable/Customizable,General,85,Yes,DAY IN THE LIFE
HOOK_426,Day in the life of a (insert adjective) person.,Behind-the-Scenes,Behind-the-Scenes/Voyeurism,General/Universal,Documentary/Observational,Broad/General,General,47,Yes,DAY IN THE LIFE
HOOK_427,Welcome back to the day in the life of two (insert label) trying to build the next (insert business).,Behind-the-Scenes,Behind-the-Scenes/Voyeurism,Business/Entrepreneurship,Documentary/Observational,Variable/Customizable,General,101,Yes,DAY IN THE LIFE
HOOK_428,(insert noun) day # (insert event about that day).,Progress/Series,"Behind-the-Scenes/Voyeurism, Progress Tracking/Series",General/Universal,Day Series Format,Broad/General,Series/Journey,50,Yes,DAY IN THE LIFE
HOOK_429,"I am a # year old (insert title), and I am heading to (insert event/location).",Behind-the-Scenes,"Behind-the-Scenes/Voyeurism, First-Person Authority","Life Journey/Age-Specific, Career/Work",Documentary/Observational,Age-Specific,General,78,Yes,DAY IN THE LIFE
HOOK_430,This is a day in the life of a (insert title) (insert noun) edition.,Behind-the-Scenes,Behind-the-Scenes/Voyeurism,Career/Work,Documentary/Observational,Professional/Business,General,68,Yes,DAY IN THE LIFE
HOOK_431,Come to work with me as a (insert title).,Behind-the-Scenes,Behind-the-Scenes/Voyeurism,Career/Work,Documentary/Observational,Professional/Business,General,41,Yes,DAY IN THE LIFE
HOOK_432,"(insert school) day #, my last (insert noun).",Progress/Series,"Behind-the-Scenes/Voyeurism, Progress Tracking/Series, First-Person Authority",General/Universal,Day Series Format,Broad/General,Series/Journey,45,Yes,DAY IN THE LIFE
HOOK_433,Day # of turning from (insert before state) to (insert after state) and suddenly I don't want to be (insert after state) anymore.,Progress/Series,"Behind-the-Scenes/Voyeurism, Progress Tracking/Series",General/Universal,Day Series Format,Broad/General,Series/Journey,129,Yes,DAY IN THE LIFE
HOOK_434,"Come with me to earn $ per day, with (insert avenue).",Behind-the-Scenes,"Behind-the-Scenes/Voyeurism, Financial Success",General/Universal,Invitation/Follow-Along,Broad/General,General,53,Yes,DAY IN THE LIFE
HOOK_435,"Day # trying to make (insert $) by the end of the year, by (insert method).",Progress/Series,"Behind-the-Scenes/Voyeurism, Progress Tracking/Series, Financial Success",General/Universal,Day Series Format,Broad/General,Series/Journey,75,Yes,DAY IN THE LIFE
HOOK_436,Day in the life of a future millionaire.,Behind-the-Scenes,"Behind-the-Scenes/Voyeurism, Aspiration/Financial Goal",General/Universal,Documentary/Observational,Broad/General,General,40,No,DAY IN THE LIFE
HOOK_437,Day in the life as a (insert title) (insert noun) edition.,Behind-the-Scenes,Behind-the-Scenes/Voyeurism,Career/Work,Documentary/Observational,Professional/Business,General,58,Yes,DAY IN THE LIFE
HOOK_438,This is what an average day of a (insert title) looks like a week out from (insert event).,Behind-the-Scenes,Behind-the-Scenes/Voyeurism,"Life Journey/Age-Specific, Career/Work",Documentary/Observational,Age-Specific,General,90,Yes,DAY IN THE LIFE
